SYMBOL	FC
Sprr2i	0
Sprr2j-ps	0
Sprr2k	0
Sprr1b	0
Sprr3	0
Sprr4	0
Ivl	0
Smcp	0
Lce6a	0
Lce1a1	0
Lce1b	0
Lce1a2	0
Lce1c	0
Lce1d	0
Lce1e	0
Lce1f	0
Lce1h	0
Lce1i	0
Lce1k	0
Lce3a	0
Lce3b	0
Lce3c	0
Lce3d	0
Lce3e	0
Lce3f	0
Lce1m	0
NA	0
Tdpoz8	0
Crnn	0
Flg2	0
NA	0
Flg	0
Hrnr	0
Rptn	0
Tchhl1	0
Tdpoz2	0
Tdpoz1	0
Tdpoz4	0
Tdpoz3	0
Tdpoz5	0
Gm9125	0
Tdpoz7	0
Spopfm2	0
4930558C23Rik	0
Hormad1	0
Platr30	0
Rnu1b2	0
Gm17575	0
Olfr1402	0
NA	0
Hsd3b4	0
Gm10681	0
Hsd3b5	0
Hsd3b2	0
Hsd3b6	0
Hsd3b1	0
Hao2	0
Spag17os	0
4930406D18Rik	0
NA	0
4930564D02Rik	0
Kcnd3os	0
Pifo	0
Chia1	0
Chil3	0
Chil4	0
Olfr266	0
A930002I21Rik	0
Kcna10	0
Ubl4b	0
Eps8l3	0
Gm10667	0
Gpr61	0
Sypl2	0
Gm19343	0
NA	0
Gm6602	0
Amy2b	0
NA	0
Amy2a5	0
Amy2a4	0
NA	0
Amy2a3	0
NA	0
Amy2a2	0
NA	0
Amy2a1	0
Olfm3	0
1700061I17Rik	0
Plppr5	0
Mir137	0
Gm9916	0
4930432M17Rik	0
NA	0
Snora24	0
Gm9372	0
1700006A11Rik	0
1700003H04Rik	0
Ndst4	0
Mir302c	0
Mir302d	0
9830132P13Rik	0
Gm10650	0
D030025E07Rik	0
Pou5f1-rs4	0
6330410L21Rik	0
Lrit3	0
Cfi	0
NA	0
4930534D22Rik	0
NA	0
Gimd1	0
NA	0
Mir1895	0
4930539C22Rik	0
Gm16500	0
1700030L20Rik	0
Gm4861	0
NA	0
0610031O16Rik	0
Adh6a	0
Adh6-ps1	0
4930425O10Rik	0
Gm4862	0
Stpg2	0
Pdha2	0
A830019L24Rik	0
Clca4c-ps	0
Clca1	0
NA	0
Dnase2b	0
Gm10287	0
Mir3963	0
Ifi44l	0
5730460C07Rik	0
Asb17os	0
Msh4	0
Snord45c	0
AI606473	0
Tnni3k	0
9330178D15Rik	0
Gm15577	0
Rpe65	0
Vmn1r2	0
Vmn1r3	0
Mir3471-2	0
2210414B05Rik	0
6330407A03Rik	0
Mos	0
Sdr16c6	0
4930423M02Rik	0
NA	0
Cyp7a1	0
4930448K20Rik	0
1700123O12Rik	0
Mir3471-1	0
Calb1	0
Slc7a13	0
Atp6v0d2	0
Prdm13	0
Pou3f2	0
4930548K13Rik	0
4930556G01Rik	0
Gm20764	0
Gm136	0
Cga	0
Ifnk	0
Lingo2	0
Mir876	0
Mir873a	0
Gm12371	0
4930509K18Rik	0
4933428C19Rik	0
Mir5123	0
Mir3094	0
NA	0
Gm12407	0
NA	0
Gm21541	0
Gm21104	0
Gm13304	0
NA	0
NA	0
Ccl21b	0
Gm21953	0
Gm13303	0
Gm10591	0
Gm2564	0
1700045I11Rik	0
Msmp	0
Olfr156	0
Olfr157	0
Olfr155	0
Mir5106	0
Pax5	0
Mir5120	0
NA	0
Gm12408	0
Gm829	0
Ccdc180	0
Mir1958	0
NA	0
Acnat2	0
Acnat1	0
Ppp3r2	0
Cylc2	0
C630028M04Rik	0
Toporsl	0
4930552N02Rik	0
Olfr275	0
Olfr273	0
Olfr272	0
Olfr270	0
Nipsnap3a	0
4930522O17Rik	0
Gm12505	0
Txndc8	0
Musk	0
Mir3095	0
Olfr267	0
Mup4	0
Mup1	0
Mup10	0
Mup11	0
Mup12	0
Mup22	0
Mup13	0
Mup14	0
Mup15	0
Mup-ps12	0
Mup16	0
Mup17	0
Mup18	0
Mup19	0
Mup20	0
Mup3	0
Mup21	0
Mir455	0
Aknaos	0
Gm11483	0
Gm11213	0
Gm11487	0
NA	0
Gm11237	0
Gm11236	0
Gm11238	0
Gm38423	0
Gm428	0
Gm11758	0
Gm11757	0
Gm13871	0
Gm11756	0
2310002L09Rik	0
NA	0
Cer1	0
Scarna8	0
Ifna15	0
Ifna14	0
Ifna9	0
Ifna12	0
C87499	0
Ifna13	0
Ifna16	0
Ifna2	0
Gm13289	0
Gm13279	0
Ifna7	0
Ifna6	0
Ifna5	0
Ifna4	0
Ifna1	0
Zfp352	0
Gm12633	0
Izumo3	0
NA	0
Mir872	0
Gm3831	0
Cyp2j11	0
Cyp2j8	0
Cyp2j5	0
Gm12695	0
Gm12676	0
Gm19417	0
0610025J13Rik	0
Angptl3	0
Gm10305	0
Mir101a	0
B020004J07Rik	0
C130073F10Rik	0
Gm12800	0
Gm12794	0
Gm12789	0
Tctex1d1	0
BB031773	0
4930456L15Rik	0
Gm12718	0
Gm10304	0
C8b	0
C8a	0
Fam151a	0
NA	0
Ldlrad1	0
Dio1	0
Slc1a7	0
8030443G20Rik	0
4930522H14Rik	0
Agbl4	0
Skint1	0
Skint4	0
Skint3	0
Skint9	0
Gm12814	0
Skint10	0
Skint6	0
Skint11	0
Gm12830	0
Foxe3	0
Cyp4x1	0
Cyp4a29	0
Cyp4a12a	0
Cyp4a12b	0
Cyp4a30b	0
Cyp4a14	0
NA	0
Olfr62	0
Olfr1341	0
Olfr1340	0
Olfr1339	0
Olfr1338	0
Olfr1337	0
Olfr1335	0
Olfr1333	0
Olfr1331	0
Olfr1330	0
Olfr1329	0
Mir30c-1	0
Mir30e	0
Tmco2	0
Gm8359	0
Gm12886	0
Gm12880	0
Gm12887	0
9530002B09Rik	0
Gm12900	0
1700057H15Rik	0
Mir698	0
Epha10	0
1700125G02Rik	0
CK137956	0
Csmd2os	0
Hmgb4	0
NA	0
NA	0
E330017L17Rik	0
Matn1	0
Oprd1	0
Snora73b	0
Mir5122	0
Nr0b2	0
Lin28a	0
Zpld2	0
Trim63	0
NA	0
NA	0
Mir700	0
Lactbl1	0
NA	0
NA	0
Vwa5b1	0
Pla2g2c	0
Pla2g2f	0
Pla2g2a	0
Pax7	0
Gm9867	0
Gm13075	0
Ctrcos	0
NA	0
Fhad1os1	0
6330411D24Rik	0
Pramel1	0
Gm13040	0
Gm13057	0
BC080695	0
Gm13080	0
Gm13083	0
Gm13088	0
Gm13089	0
Gm13078	0
Gm13084	0
Gm13103	0
Pramef25	0
Pramef17	0
Pramel4	0
Gm13102	0
Oog3	0
Oog2	0
C87977	0
Pramel5	0
Pramef20	0
Gm9944	0
Aadacl3	0
Aadacl4fm1	0
Aadacl4fm2	0
Aadacl4	0
Aadacl4fm4	0
Aadacl4fm5	0
NA	0
Gm13249	0
NA	0
Zfp987	0
Gm13167	0
1700095A21Rik	0
NA	0
4933438K21Rik	0
NA	0
Gm572	0
Mir34a	0
Slc2a7	0
Uts2	0
NA	0
4930589P08Rik	0
Gm833	0
BC039966	0
B230104I21Rik	0
Actrt2	0
Gabrd	0
5830444B04Rik	0
NA	0
Mir200a	0
Mir200b	0
Vmn2r-ps159	0
Vmn2r125	0
Dhrsx	0
LOC100041504	0
LOC100041516	0
LOC100043918	0
Gm2506	0
LOC100041536	0
NA	0
LOC100862324	0
LOC100862220	0
LOC100043921	0
LOC100041593	0
LOC100041599	0
Vmn2r122	0
LOC100861969	0
LOC100861978	0
NA	0
NA	0
Ccl21c	0
Gm7819	0
Gm13309	0
4933409K07Rik	0
NA	0
LOC100862043	0
Gm2002	0
Gm2192	0
Gm2023	0
Gm1987	0
Gm9615	0
V1rg10	0
Tex47	0
Mir879	0
Grm3	0
Gm5861	0
Gm8890	0
Speer1	0
Gm6460	0
1700003C15Rik	0
Gm8926	0
Gm6465	0
4933402N22Rik	0
Speer3	0
Gm6650	0
Speer4f2	0
Speer4f1	0
Gnat3	0
Gm3527	0
NA	0
Gm17434	0
Snord93	0
Mir671	0
1700022A21Rik	0
Gm21663	0
Gm21698	0
5031410I06Rik	0
Gm10220	0
4930584F24Rik	0
Htr5a	0
Gm17695	0
Cnpy1	0
9530036O11Rik	0
A230098N10Rik	0
1700001C02Rik	0
Cib4	0
Trim54	0
Gm19446	0
NA	0
NA	0
4930557J02Rik	0
4930478P22Rik	0
E130018O15Rik	0
NA	0
Ppp2r2cos	0
Gm5107	0
Gm1043	0
NA	0
Gm5554	0
Gm3364	0
4930431F12Rik	0
Mir218-1	0
NA	0
Gm5866	0
8030423F21Rik	0
5033403H07Rik	0
Gm10440	0
4930459L07Rik	0
1700029E06Rik	0
4933402J10Rik	0
Dthd1	0
NA	0
1700027F09Rik	0
Mir574	0
Gm3521	0
1700126H18Rik	0
Phox2b	0
4930425K10Rik	0
Gm5108	0
Kctd8	0
Cox7b2	0
Gabrb1	0
Slc10a4l	0
Cnga1	0
Gm15847	0
Spata18	0
Usp46os2	0
Snora26	0
Gsx2	0
Gm19583	0
Gm7271	0
Spink2	0
Mir5098	0
Pea15b	0
1700031L13Rik	0
Mir1187	0
Tecrl	0
Gm2287	0
Stap1	0
Gnrhr	0
Tmprss11c	0
Tmprss11d	0
Tmprss11a	0
Tmprss11g	0
Tmprss11f	0
Tmprss11b	0
Tmprss11e	0
Ugt2b1	0
Ugt2b35	0
Ugt2b36	0
Ugt2b5	0
Ugt2b37	0
Ugt2a3	0
Ugt2b38	0
Ugt2a1	0
Ugt2a2	0
Sult1b1	0
Mir3969	0
NA	0
Prr27	0
Gm7337	0
1700066N21Rik	0
BC051076	0
Prol1	0
Ambn	0
Enam	0
Gc	0
Npffr2	0
D130050E23Rik	0
Alb	0
Afp	0
Afm	0
Gm19619	0
Mir1961	0
Gm7081	0
Gm16427	0
C87414	0
Gm7919	0
Gm7792	0
Gm16429	0
Gm6346	0
Gm3089	0
BC061212	0
Gm6351	0
Gm3106	0
A430089I19Rik	0
Gm6502	0
AA792892	0
NA	0
NA	0
Gm3139	0
Gm3147	0
Gm6509	0
Gm6205	0
Gm6523	0
Gm3183	0
Gm6367	0
Gm7942	0
Gm16513	0
Gm10424	0
Gm6468	0
Gm3259	0
NA	0
D5Ertd577e	0
Gm3286	0
Gm7971	0
Gm6348	0
Gm3302	0
Gm7978	0
Gm7982	0
E330014E10Rik	0
Naa11	0
4930467D21Rik	0
Fgf5	0
1700010H22Rik	0
4930522N08Rik	0
Tmem150cos	0
Gm9932	0
Nkx6-1	0
Hsd17b13	0
Dspp	0
Ibsp	0
Mepe	0
4930458A03Rik	0
4930428O21Rik	0
1700047L14Rik	0
Tmed11	0
Vmn2r8	0
Vmn2r9	0
Vmn2r10	0
Vmn2r11	0
Vmn2r12	0
Vmn2r14	0
Vmn2r15	0
Vmn2r16	0
Vmn2r17	0
NA	0
A630023P12Rik	0
Galnt9	0
Mir701	0
C130026L21Rik	0
1700028D13Rik	0
1700034G24Rik	0
1700095B10Rik	0
Aym1	0
NA	0
NA	0
Dao	0
Svop	0
4930519G04Rik	0
Gm13842	0
Tmem233	0
Ksr2	0
4930413E15Rik	0
1700081H04Rik	0
Tbx3os2	0
Gm5563	0
Gm19706	0
Rph3a	0
NA	0
Pitpnm2os2	0
Pitpnm2os1	0
Gm4868	0
4933438B17Rik	0
4930572K03Rik	0
Tmem132cos	0
Sep-14	0
A330070K13Rik	0
Gm20382	0
4930563F08Rik	0
Mir3965	0
Tmem270	0
Fkbp6	0
Ccl26	0
Gm19359	0
Mir721	0
NA	0
4731417B20Rik	0
Mir702	0
Epo	0
Actl6b	0
Lrch4	0
Sap25	0
Azgp1	0
Smok3a	0
Smok3b	0
Smok3c	0
1700123K08Rik	0
4930500L23Rik	0
Uncx	0
Grifin	0
D5Ertd683e	0
Spdye4b	0
Spdye4a	0
4930448H16Rik	0
Ocm	0
Gm4871	0
1700018F24Rik	0
Cyp3a16	0
Cyp3a41a	0
Cyp3a44	0
Cyp3a11	0
Cyp3a59	0
Gm5565	0
Gm6309	0
Gm6370	0
4930449I24Rik	0
Gm3402	0
Gm3404	0
Gm3409	0
Gm3415	0
Gpr12	0
Gsx1	0
Plut	0
Pdx1	0
Urad	0
Flt3	0
D5Ertd605e	0
2210417A02Rik	0
8430423G03Rik	0
Gm15997	0
Gm21221	0
4930500F04Rik	0
Rxfp2	0
Vmn2r18	0
LOC100503733	0
LOC665290	0
LOC624931	0
LOC665755	0
LOC100862115	0
NA	0
BC080696	0
LOC100862150	0
NA	0
LOC100862192	0
LOC100862202	0
LOC100862180	0
LOC100862245	0
LOC100861655	0
NA	0
LOC100041712	0
LOC100041672	0
NA	0
NA	0
Gm16367	0
LOC545763	0
LOC620551	0
LOC100041806	0
NA	0
LOC100039010	0
LOC100038995	0
NA	0
LOC620639	0
Calcr	0
Mir653	0
Mir489	0
Gngt1	0
NA	0
Pon1	0
Dlx6os1	0
Dlx6	0
Dlx6os2	0
Gm19272	0
NA	0
Nxph1	0
AA545190	0
NA	0
Vwde	0
Gm725	0
1700016P04Rik	0
NA	0
Asz1	0
Wnt16	0
Fezf1	0
Tas2r118	0
Slc13a1	0
Asb15	0
Lmod2	0
Hyal6	0
Hyal4	0
Spam1	0
Hyal5	0
Gm20756	0
Mir592	0
Pax4	0
Mir129-1	0
Fam71f1	0
Mir96	0
Mir183	0
NA	0
Ssmem1	0
NA	0
Cpa4	0
Cpa5	0
Cpa1	0
Tsga13	0
Mir29b-1	0
1700012A03Rik	0
Plxna4os1	0
1700065J11Rik	0
9330158H04Rik	0
Mir490	0
1700111E14Rik	0
Akr1d1	0
Tmem213	0
Tas2r137	0
Tas2r108	0
Prss37	0
Olfr460	0
Tas2r138	0
Moxd2	0
Trbv1	0
Prss58	0
1700074P13Rik	0
1810009J06Rik	0
Trbv2	0
Trbv3	0
Trbv4	0
Trbv5	0
Trbv11	0
Trbv12-1	0
Trbv13-1	0
Trbv12-2	0
Trbv13-2	0
Trbv13-3	0
Trbv14	0
Trbv15	0
Trbv16	0
Trbv17	0
Trbv18	0
Trbv20	0
Trbv21	0
Trbv23	0
Trbv26	0
Trbv30	0
Try4	0
Try5	0
Try10	0
Prss3	0
Gm5771	0
Gm5409	0
Gm10334	0
Prss1	0
Trbd1	0
Trbj1-2	0
Trbj1-3	0
Trbj1-4	0
Trbj1-5	0
Trbj1-6	0
Trbj1-7	0
Trbd2	0
Trbj2-1	0
Trbv31	0
Olfr459	0
Pip	0
Sval2	0
Sval1	0
Sval3	0
Sva	0
Tas2r144	0
Olfr455	0
Olfr453	0
Olfr38	0
Olfr452	0
Olfr450	0
Olfr449	0
Olfr448	0
Olfr447	0
Olfr446	0
Olfr444	0
Olfr441	0
Olfr237	0
Olfr437	0
Olfr13	0
Olfr435	0
Olfr434	0
Olfr47	0
Mir704	0
Gm5111	0
Gimap1os	0
Doxl2	0
Svs1	0
Npvf	0
Mir148a	0
Hoxaas3	0
Mir196b	0
Hoxa11	0
Evx1os	0
Evx1	0
1700094M24Rik	0
NA	0
9530036M11Rik	0
Gm15527	0
Ghrhr	0
Neurod6	0
Gm3279	0
NA	0
Vmn1r4	0
Vmn1r5	0
Vmn1r6	0
Vmn1r7	0
Vmn1r8	0
Vmn1r9	0
Vmn1r10	0
Vmn1r11	0
Vmn1r12	0
Vmn1r13	0
Vmn1r14	0
Vmn1r15	0
Vmn1r16	0
Vmn1r17	0
Vmn1r18	0
Vmn1r19	0
Vmn1r20	0
Vmn1r21	0
Vmn1r22	0
Vmn1r23	0
Vmn1r24	0
Vmn1r25	0
Vmn1r26	0
Vmn1r27	0
Vmn1r28	0
Vmn1r29	0
Vmn1r30	0
Vmn1r31	0
Gm5570	0
A530053G22Rik	0
A730020E08Rik	0
Grid2	0
NA	0
NA	0
Qrfprl	0
4930544G11Rik	0
Vmn1r32	0
Vmn1r33	0
Vmn1r34	0
Vmn1r35	0
Vmn1r36	0
Vmn1r37	0
Vmn1r38	0
Vmn1r39	0
4930515G16Rik	0
Igkv1-135	0
Igkv1-133	0
Igkv1-132	0
Igkv1-131	0
Igkv14-130	0
Igkv9-129	0
Igkv17-127	0
Igkv11-125	0
Igkv9-124	0
Igkv9-123	0
Igkv1-122	0
Igkv17-121	0
Igkv9-120	0
Igkv1-117	0
Igkv2-112	0
Igkv1-110	0
Igkv2-109	0
Igkv16-104	0
Igkv15-103	0
Igkv20-101-2	0
Igkv14-100	0
Igkv1-99	0
Igkv12-98	0
Igkv10-96	0
Igkv10-95	0
Igkv10-94	0
Igkv19-93	0
Igkv4-92	0
Igkv4-91	0
Igkv4-90	0
Igkv12-89	0
Igkv1-88	0
Igkv4-86	0
Igkv13-85	0
Igkv13-84	0
Igkv4-81	0
Igkv4-80	0
Igkv4-79	0
Igkv4-78	0
Igkv4-74	0
Igkv4-73	0
Igkv4-72	0
Igkv13-71-1	0
Igkv4-71	0
Igkv4-70	0
Igkv4-69	0
Igkv4-68	0
Rprl1	0
Igkv4-63	0
Igkv4-62	0
Igkv4-61	0
Igkv4-59	0
Igkv4-60	0
Igkv4-58	0
Igkv4-57-1	0
Igkv4-57	0
Igkv4-55	0
Igkv4-54	0
Igkv4-53	0
Igkv4-51	0
Igkv4-50	0
Igkv5-48	0
Igkv12-46	0
Igkv5-45	0
Igkv12-44	0
Igkv5-43	0
Igkv12-41	0
Igkv5-39	0
Igkv12-38	0
Igkv5-37	0
Igkv18-36	0
Igkv1-35	0
Igkv8-34	0
Igkv7-33	0
Igkv6-32	0
Igkv8-30	0
Igkv6-29	0
Igkv8-28	0
Igkv8-27	0
Igkv8-26	0
Igkv6-25	0
Igkv8-24	0
Igkv8-23-1	0
Igkv6-23	0
Igkv8-21	0
Igkv6-20	0
Igkv8-19	0
Igkv8-18	0
Igkv6-17	0
Igkv8-16	0
Igkv6-15	0
Igkv6-14	0
Igkv6-13	0
Igkv3-12	0
Igkv3-10	0
Igkv3-9	0
Igkv3-7	0
Igkv3-5	0
Igkv3-4	0
Igkv3-3	0
Igkv3-2	0
Igkv3-1	0
Igkj3	0
Igkj4	0
Tex37	0
Fabp1	0
Cd8b1	0
9130221F21Rik	0
4933431G14Rik	0
Sh2d6	0
4931417E11Rik	0
6330415B21Rik	0
Reg3b	0
Reg3d	0
Reg3a	0
Reg2	0
Gm20362	0
Lrrtm4	0
Gm20371	0
Mir468	0
1700009C05Rik	0
Gm20383	0
Tlx2	0
Mir3470a	0
Clec4f	0
NA	0
Vax2os	0
Vax2	0
Gm10445	0
Mir705	0
Gkn1	0
Gkn2	0
Bmp10	0
NA	0
Kbtbd12	0
NA	0
4933427D06Rik	0
Gm1965	0
Gm839	0
Vmn1r40	0
Vmn1r41	0
Vmn1r42	0
Vmn1r43	0
Vmn1r44	0
Vmn1r45	0
Vmn1r46	0
Vmn1r47	0
Vmn1r48	0
Vmn1r49	0
Vmn1r50	0
Vmn1r51	0
Vmn1r52	0
V1ra8	0
Vmn1r54	0
BC048671	0
Chst13	0
NA	0
4930471M09Rik	0
NA	0
NA	0
4930511E03Rik	0
AY512915	0
NA	0
Tafa1	0
1700123L14Rik	0
Tafa4	0
Gm765	0
1700049E22Rik	0
Gm9871	0
Cntn6	0
Gm19757	0
Cntn4	0
NA	0
Grm7	0
NA	0
NA	0
NA	0
Olfr211	0
Olfr213	0
Olfr214	0
6820426E19Rik	0
Gm9946	0
1700030F04Rik	0
1700069P05Rik	0
Cacna2d4	0
1700072O05Rik	0
NA	0
Mug1	0
Mug2	0
Gm10319	0
Mug-ps1	0
1700063H04Rik	0
Gdf3	0
Dppa3	0
Clec4b1	0
Clec4b2	0
Vmn2r19	0
Vmn2r20	0
Vmn2r21	0
Vmn2r22	0
Vmn2r23	0
Vmn2r24	0
Vmn2r25	0
Vmn2r26	0
Vmn2r27	0
1700013D24Rik	0
Mir141	0
Mir200c	0
Gm20190	0
Akap3	0
Dyrk4	0
Fgf6	0
Prmt8	0
4921513H07Rik	0
A2ml1	0
Clec2h	0
Klrb1	0
Klrb1f	0
Clec2m	0
Tmem52b	0
NA	0
Klrc2	0
Mir680-1	0
Klrh1	0
Klra17	0
Gm15854	0
Klra6	0
Klra4	0
NA	0
Klra8	0
Klra14-ps	0
Klra9	0
Klra10	0
Klra3	0
Klra1	0
NA	0
NA	0
Gm6600	0
Gm5581	0
5430401F13Rik	0
Tas2r130	0
Tas2r107	0
Tas2r106	0
Tas2r104	0
Tas2r105	0
Tas2r114	0
LOC100502592	0
Prb1	0
Prpmp5	0
Gm8882	0
Gm5154	0
Prp2	0
A630073D07Rik	0
Tas2r120	0
Tas2r121	0
Tas2r122	0
Tas2r115	0
Tas2r124	0
Tas2r102	0
Tas2r136	0
Tas2r117	0
Tas2r123	0
Tas2r116	0
Tas2r110	0
Tas2r113	0
Tas2r125	0
Tas2r129	0
Tas2r131	0
Tas2r109	0
Tas2r103	0
Tas2r140	0
5530400C23Rik	0
Gm5885	0
Gm5886	0
Kap	0
Gprc5d	0
Gm19434	0
NA	0
Pbp2	0
Grin2b	0
Lmo3	0
Igbp1b	0
4922502N22Rik	0
Capza3	0
Gm10400	0
Slco1b2	0
Gm5724	0
Slco1a4	0
Slco1a1	0
Gm6614	0
Slco1a6	0
Iapp	0
NA	0
Spx	0
Gys2	0
NA	0
5330439B14Rik	0
Gm7457	0
1700060C16Rik	0
Sox5os3	0
1700073E17Rik	0
1700034J05Rik	0
E330012B07Rik	0
Gm6313	0
Gm10388	0
Speer9-ps1	0
Mir290a	0
D7Ertd143e	0
Mir291a	0
Mir292	0
Mir291b	0
Mir293	0
Mir294	0
Mir295	0
Nlrp12	0
Cacng8	0
Cacng6	0
Tarm1	0
Mir3572	0
NA	0
Pira1	0
Gm15448	0
Pira2	0
Gm10693	0
Gm14548	0
Lilra6	0
Lilra5	0
Pira6	0
Vmn1r55	0
Vmn1r56	0
Vmn1r57	0
Nlrp2	0
Vmn1r58	0
Vmn1r59	0
Vmn2r28	0
Vmn1r60	0
Vmn1r61	0
Vmn1r62	0
Vmn1r63	0
Vmn1r64	0
Vmn1r65	0
Galp	0
Epp13	0
Olfr1344	0
Olfr1336	0
Olfr1346	0
Olfr5	0
Olfr1347	0
Olfr1348	0
Olfr1349	0
Olfr1350	0
Peg3os	0
Usp29	0
Mir3099	0
Zim3	0
Vmn2r31	0
Vmn2r32	0
Vmn2r33	0
Vmn2r35	0
Vmn2r36	0
Vmn2r41	0
Vmn2r42	0
Vmn2r43	0
Vmn2r44	0
Vmn2r45	0
Vmn2r40	0
Vmn2r39	0
Vmn2r38	0
Vmn2r37	0
Gm10302	0
Vmn2r46	0
Vmn2r47	0
Vmn2r48	0
Vmn2r49	0
Vmn2r50	0
Vmn2r51	0
Vmn2r52	0
Vmn1r66	0
Nlrp4d	0
Vmn1r67	0
Vmn1r68	0
Vmn1r69	0
Vmn1r70	0
Nlrp4b	0
Vmn1r71	0
Zscan4a	0
Zscan4b	0
Gm7789	0
Zscan4c	0
Zscan4d	0
Gm6909	0
Zscan4e	0
Zscan4f	0
NA	0
Vmn1r72	0
Vmn1r73	0
Vmn1r74	0
Vmn1r75	0
Vmn1r76	0
Vmn1r77	0
Vmn1r78	0
Vmn1r79	0
Vmn1r80	0
Gm4224	0
Vmn1r81	0
Vmn1r82	0
Vmn1r83	0
Vmn1r84	0
2900092C05Rik	0
Vmn2r53	0
Vmn2r54	0
Vmn2r55	0
Vmn2r56	0
Vmn1r85	0
Vmn1r86	0
Vmn1r87	0
Vmn1r88	0
Vmn1r89	0
Bsph1	0
Bsph2	0
Sult2a5	0
Sult2a2	0
Sult2a1	0
Sult2a4	0
Sult2a3	0
Sult2a6	0
Obox8	0
Sult2a8	0
Sult2a7	0
Vmn1r90	0
Obox7	0
Obox2	0
Obox1	0
Obox3	0
Obox5	0
NA	0
Crx	0
Crxos	0
Ceacam-ps1	0
Ceacam15	0
Ceacam9	0
NA	0
Psg16	0
Gm9519	0
Psg-ps1	0
Ceacam5	0
Ceacam14	0
Gm5155	0
Ceacam11	0
Ceacam13	0
Ceacam12	0
Igfl3	0
Psg17	0
Apoc4	0
Nlrp9b	0
Vmn1r91	0
Vmn1r240	0
Vmn1r93	0
Vmn1r94	0
Vmn1r95	0
Vmn1r241	0
Vmn1r242	0
Gm5890	0
Vmn1r243	0
Vmn1r-ps79	0
Vmn1r244	0
Vmn1r100	0
Vmn1r101	0
Gm10670	0
Vmn1r103	0
Vmn1r104	0
Vmn1r245	0
Vmn1r246	0
Gm4513	0
Vmn1r107	0
Vmn1r111	0
Gm10668	0
Vmn1r112	0
Vmn1r113	0
Vmn1r114	0
Vmn1r115	0
Vmn1r116	0
Vmn1r117	0
Vmn1r118	0
Vmn1r119	0
Vmn1r120	0
Vmn1r121	0
Vmn1r122	0
Vmn1r123	0
Gm5157	0
Vmn1r124	0
Vmn1r125	0
Vmn1r126	0
Vmn1r127	0
Vmn1r128	0
Vmn1r129	0
Gm6882	0
Gm4541	0
Vmn1r130	0
Vmn1r131	0
Vmn1r132	0
Vmn1r247	0
Vmn1r248	0
Vmn1r135	0
Vmn1r249	0
Gm5891	0
Gm16443	0
Vmn1r137	0
Vmn1r138	0
Gm6176	0
Vmn1r139	0
Gm16451	0
Vmn1r250	0
Vmn1r142	0
Vmn1r143	0
Vmn1r251	0
Vmn1r252	0
Gm4557	0
Vmn1r253	0
Vmn1r254	0
Vmn1r148	0
Vmn1r149	0
Gm10665	0
Vmn1r151	0
Vmn1r152	0
Vmn1r255	0
Vmn1r256	0
Gm4565	0
Vmn1r155	0
Vmn1r257	0
Gm4567	0
Vmn1r157	0
Vmn1r158	0
Vmn1r159	0
Vmn1r160	0
Vmn1r258	0
Vmn1r259	0
Vmn1r163	0
Vmn1r260	0
Gm10662	0
Vmn1r165	0
Vmn1r166	0
Gm6902	0
Nlrp4e	0
Vmn1r167	0
Vmn1r168	0
Vmn1r169	0
Vmn1r170	0
Vmn1r171	0
Vmn1r172	0
Vmn1r173	0
Vmn1r174	0
Vmn1r175	0
Vmn1r176	0
Vmn1r177	0
Vmn1r179	0
Vmn1r180	0
Vmn1r183	0
Lypd5	0
Gm4598	0
Tex101	0
Gm1096	0
Lypd10	0
Lypd11	0
D930028M14Rik	0
NA	0
NA	0
Cyp2b10	0
Cyp2b13	0
Cyp2b9	0
Vmn1r184	0
Cyp2a4	0
Nlrp9c	0
Nlrp4a	0
Nlrp9a	0
Vmn1r185	0
Cyp2b23	0
Cyp2g1	0
Cyp2a5	0
Cyp2a22	0
Cyp2a12	0
NA	0
1700028B04Rik	0
Ifnl2	0
Ifnl3	0
Sycn	0
Mir1963	0
4932431P20Rik	0
Nphs1os	0
Etv2	0
Pmis2	0
2200002J24Rik	0
Krtdap	0
Ffar3	0
Ffar1	0
NA	0
Scgb1b2	0
Scgb2b2	0
Scgb2b3	0
Scgb1b3	0
Scgb2b6	0
Scgb2b7	0
Scgb1b7	0
NA	0
NA	0
Scgb2b10	0
Scgb1b10	0
Scgb2b11	0
Scgb2b12	0
Scgb1b12	0
Scgb1b29	0
Gm21135	0
Gm5058	0
Scgb2b15	0
NA	0
Gm9156	0
Scgb2b17	0
NA	0
NA	0
Scgb2b18	0
Scgb2b19	0
Scgb1b19	0
Scgb2b20	0
Scgb1b20	0
Scgb2b21	0
Scgb2b23-ps	0
Scgb2b24	0
Scgb1b24	0
Scgb2b26	0
Scgb2b27	0
Scgb1b27	0
NA	0
4930505M18Rik	0
Gm21276	0
Gm21136	0
Gm21142	0
Gm16387	0
4933402C06Rik	0
A230077H06Rik	0
4930433I11Rik	0
Gm6820	0
Vmn2r58	0
Vmn2r59	0
Vmn2r60	0
Vmn2r61	0
Vmn2r-ps60	0
4933421I07Rik	0
Vmn2r62	0
Vmn2r63	0
Gm17768	0
Siglecf	0
Siglecg	0
Lim2	0
4931406B18Rik	0
Klk13	0
2310002F09Rik	0
Klk12	0
Klk7	0
Klk5	0
Klk4	0
Klk15	0
Klk1b7-ps	0
